Player Name,Instant Price,Rating,Club,Position,Nation,League,Skills,Weak Foot,Preferred Foot,Height,Weight,Revision,Defensive Workrate,Attacking Workrate,Added On,Origin,Games PS4,Games Xbox 1,Total Games,Goals Avr. PS4,Goals Avr. Xbox 1,Assists Avr. PS4,Assists Avr. Xbox 1,Yellow Avr. PS4,Yellow Avr. Xbox 1,Red Avr. PS4,Red Avr. Xbox 1,Date of Birth
Aubameyang,105000,86,Bor. Dortmund,ST,Gabon,Bundesliga,3,4,Right ,187,80,Normal,Low,High,2016-09-21,N\A,4847486,2878946,7726432,0.7,0.68,0.31,0.31,0.01,0.01,0,0,18-06-1989
Jordi Alba,36500,86,FC Barcelona,LB,Spain,LaLiga Santander ,3,3,Left ,170,68,Normal,Med,High,2016-09-21,N\A,2588789,1766201,4354990,0.02,0.02,0.04,0.04,0.03,0.03,0,0,21-03-1989
Leno,5100,86,Bayer 04,GK,Germany,Bundesliga,1,4,Right ,190,83,Normal,Med,Med,2016-09-21,N\A,2310605,1477867,3788472,0,0,0,0,0,0,0,0,04-03-1992
Effenberg,515000,86,Legends,CAM,Germany,Legends,3,4,Right ,188,88,Legend,High,Med,2016-09-21,N\A,0,322383,322383,0,0.14,0,0.15,0,0.03,0,0,02-08-1968
Valderrama,155000,86,Legends,CAM,Colombia,Legends,4,4,Right ,177,74,Legend,Low,Med,2016-09-21,N\A,0,88892,88892,0,0.28,0,0.28,0,0.02,0,0,02-09-1961
Filipe Luís,145000,86,Atlético Madrid,LB,Brazil,LaLiga Santander ,3,3,Left ,182,77,IF,Med,High,2016-09-21,TOTW1,30925,50869,81794,0.02,0.02,0.05,0.04,0.04,0.04,0.01,0.01,09-08-1985
Cavani,74000,87,PSG,ST,Uruguay,Ligue 1,3,3,Right ,184,71,IF,Med,High,2016-09-21,TOTW1,73726,137702,211428,0.68,0.66,0.26,0.26,0.02,0.01,0,0,14-02-1987
Mascherano,13250,85,FC Barcelona,CB,Argentina,LaLiga Santander ,2,3,Right ,174,73,Normal,High,Med,2016-09-21,N\A,817548,332483,1150031,0.01,0.01,0.02,0.02,0.07,0.07,0.01,0.01,08-06-1984
Dani Alves,15250,85,Juventus,RB,Brazil,Calcio A,3,3,Right ,172,70,Normal,Low,High,2016-09-21,N\A,1615863,1195465,2811328,0.02,0.02,0.04,0.04,0.03,0.03,0.01,0.01,06-05-1983
Mandanda,4100,85,Crystal Palace,GK,France,Premier League,1,3,Right ,185,82,Normal,Med,Med,2016-09-21,N\A,2923572,1095477,4019049,0,0,0,0,0,0,0,0,28-03-1985
Filipe Luís,11250,85,Atlético Madrid,LB,Brazil,LaLiga Santander ,3,3,Left ,182,77,Normal,Med,High,2016-09-21,N\A,1077650,578681,1656331,0.02,0.02,0.04,0.04,0.04,0.04,0.01,0.01,09-08-1985
Koscielny,13750,85,Arsenal,CB,France,Premier League,2,3,Right ,186,75,Normal,High,Med,2016-09-21,N\A,5026707,3759627,8786334,0.02,0.02,0.01,0.01,0.06,0.06,0.01,0.01,10-09-1985
Ruffier,3600,85,Saint-Etienne,GK,France,Ligue 1,1,3,Right ,188,90,Normal,Med,Med,2016-09-21,N\A,660020,381880,1041900,0,0,0,0,0,0,0,0,27-09-1986
Hamšik,8700,85,Napoli,CM,Slovakia,Calcio A,3,4,Right ,183,79,Normal,Med,High,2016-09-21,N\A,2904702,1853218,4757920,0.18,0.18,0.2,0.19,0.03,0.03,0,0,27-07-1987
Bravo,4000,85,Manchester City,GK,Chile,Premier League,1,3,Right ,184,80,Normal,Med,Med,2016-09-21,N\A,2446024,1044607,3490631,0,0,0,0,0,0,0,0,13-04-1983
Cavani,5600,85,PSG,ST,Uruguay,Ligue 1,3,3,Right ,184,71,Normal,Med,High,2016-09-21,N\A,871947,410785,1282732,0.59,0.56,0.26,0.26,0.02,0.02,0,0,14-02-1987
Diego Costa,14000,85,Chelsea,ST,Spain,Premier League,3,4,Right ,188,85,Normal,Med,High,2016-09-21,N\A,1827653,1160458,2988111,0.56,0.55,0.25,0.25,0.02,0.02,0,0,07-10-1988
Pjanic,9100,85,Juventus,CM,Bosnia Herzegovina,Calcio A,4,4,Right ,180,74,Normal,Med,Med,2016-09-21,N\A,3469930,2441385,5911315,0.18,0.17,0.2,0.2,0.03,0.03,0,0,02-04-1990
Willian,25000,85,Chelsea,RM,Brazil,Premier League,4,4,Right ,175,75,Normal,High,High,2016-09-21,N\A,3987192,2636015,6623207,0.24,0.25,0.23,0.23,0.01,0.01,0,0,09-08-1988
Alderweireld,8300,85,Spurs,CB,Belgium,Premier League,2,3,Right ,186,81,Normal,Med,Med,2016-09-21,N\A,959519,645652,1605171,0.02,0.02,0.01,0.01,0.08,0.09,0.02,0.02,02-03-1989
Gaitán,4900,85,Atlético Madrid,LM,Argentina,LaLiga Santander ,4,2,Left ,173,68,Normal,Med,Med,2016-09-21,N\A,369667,237167,606834,0.14,0.14,0.16,0.17,0.02,0.02,0,0,23-02-1988
Gündogan,10250,85,Manchester City,CM,Germany,Premier League,4,4,Right ,180,80,Normal,Med,High,2016-09-21,N\A,3491704,2455165,5946869,0.13,0.12,0.16,0.15,0.03,0.03,0,0,24-10-1990
Coutinho,14750,85,Liverpool,CAM,Brazil,Premier League,4,4,Right ,171,68,Normal,Med,High,2016-09-21,N\A,4819092,3072329,7891421,0.28,0.26,0.29,0.28,0.02,0.02,0,0,12-06-1992
Pastore,4600,85,PSG,CM,Argentina,Ligue 1,4,4,Right ,187,78,Normal,Med,High,2016-09-21,N\A,1492314,654145,2146459,0.15,0.14,0.18,0.17,0.03,0.03,0,0,20-06-1989
Otamendi,6700,85,Manchester City,CB,Argentina,Premier League,2,3,Right ,183,81,Normal,Med,Med,2016-09-21,N\A,4475959,1933481,6409440,0.02,0.02,0.01,0.01,0.07,0.08,0.01,0.01,12-02-1988
Mkhitaryan,11750,85,Manchester Utd,RM,Armenia,Premier League,4,5,Right ,177,75,Normal,High,High,2016-09-21,N\A,1609648,1137909,2747557,0.21,0.21,0.19,0.19,0.02,0.02,0,0,21-01-1989
Navas,4400,85,Real Madrid,GK,Costa Rica,LaLiga Santander ,1,3,Right ,185,78,Normal,Med,Med,2016-09-21,N\A,1333548,744800,2078348,0,0,0,0,0,0,0,0,15-12-1986
Lacazette,28000,85,Olympique Lyon,ST,France,Ligue 1,4,3,Right ,175,73,Normal,High,High,2016-09-21,N\A,4481279,2866310,7347589,0.63,0.61,0.31,0.31,0.01,0.01,0,0,28-05-1991
Verratti,3700,85,PSG,CM,Italy,Ligue 1,4,4,Right ,165,60,Normal,High,High,2016-09-21,N\A,697759,388743,1086502,0.09,0.08,0.16,0.15,0.03,0.03,0,0,05-11-1992
Mahrez,7800,85,Leicester City,RM,Algeria,Premier League,5,4,Left ,179,62,Normal,Med,Med,2016-09-21,N\A,1993219,1395286,3388505,0.23,0.23,0.19,0.19,0.02,0.02,0,0,21-02-1991
Dybala,83500,85,Juventus,ST,Argentina,Calcio A,4,3,Left ,176,73,Normal,Med,Med,2016-09-21,N\A,8142007,4402467,12544474,0.69,0.67,0.31,0.31,0.01,0.01,0,0,15-11-1993
Terry,4200,84,Chelsea,CB,England,Premier League,2,4,Right ,187,90,Normal,High,Med,2016-09-21,N\A,296087,128420,424507,0.02,0.02,0.01,0.01,0.09,0.09,0.02,0.02,07-12-1980
Touré,21750,84,Manchester City,CM,Ivory Coast,Premier League,3,4,Right ,189,90,Normal,Low,Med,2016-09-21,N\A,6392651,3914341,10306992,0.17,0.16,0.14,0.14,0.03,0.03,0,0,13-05-1983
José Reina,3400,84,Napoli,GK,Spain,Calcio A,1,3,Right ,188,92,Normal,Med,Med,2016-09-21,N\A,650602,241166,891768,0,0,0,0,0,0,0,0,31-08-1982
Xabi Alonso,4200,84,FC Bayern,CDM,Spain,Bundesliga,2,4,Right ,183,80,Normal,Med,Low,2016-09-21,N\A,257830,118644,376474,0.1,0.09,0.13,0.13,0.05,0.05,0,0,25-11-1981
Rooney,7000,84,Manchester Utd,CAM,England,Premier League,3,4,Right ,176,83,Normal,High,Med,2016-09-21,N\A,2411955,1819550,4231505,0.27,0.25,0.23,0.22,0.02,0.02,0,0,24-10-1985
Aduriz,2200,84,Athletic Bilbao,ST,Spain,LaLiga Santander ,3,3,Right ,182,78,Normal,Med,High,2016-09-21,N\A,264719,144092,408811,0.5,0.5,0.24,0.25,0.02,0.02,0,0,11-02-1981
Turan,2200,84,FC Barcelona,CM,Turkey,LaLiga Santander ,4,4,Right ,177,76,Normal,High,High,2016-09-21,N\A,829652,456084,1285736,0.14,0.13,0.15,0.15,0.04,0.03,0,0,30-01-1987
Hart,2300,84,Torino,GK,England,Calcio A,1,3,Right ,196,91,Normal,Med,Med,2016-09-21,N\A,555809,343356,899165,0,0,0,0,0,0,0,0,19-04-1987
Ben Arfa,7600,84,PSG,CAM,France,Ligue 1,5,4,Left ,178,74,Normal,Low,High,2016-09-21,N\A,6538773,3343478,9882251,0.35,0.33,0.31,0.3,0.02,0.02,0,0,07-03-1987
Garay,2000,84,Valencia CF,CB,Argentina,LaLiga Santander ,2,3,Right ,188,80,Normal,Med,Med,2016-09-21,N\A,159454,94781,254235,0.02,0.02,0.01,0.01,0.09,0.08,0.02,0.02,10-10-1986
Sturridge,8500,84,Liverpool,ST,England,Premier League,3,2,Left ,188,76,Normal,Low,Med,2016-09-21,N\A,3648144,2334781,5982925,0.6,0.58,0.28,0.28,0.01,0.01,0,0,01-09-1989
Naldo,6000,84,FC Schalke 04,CB,Brazil,Bundesliga,2,4,Right ,198,89,Normal,Med,High,2016-09-21,N\A,1854969,1008100,2863069,0.02,0.02,0.01,0.01,0.09,0.09,0.02,0.02,10-09-1982
Sokratis,2800,84,Bor. Dortmund,CB,Greece,Bundesliga,2,3,Right ,186,85,Normal,Med,Med,2016-09-21,N\A,1735681,1088836,2824517,0.02,0.02,0.01,0.01,0.07,0.07,0.01,0.01,09-06-1988
Jonas,4400,84,SL Benfica,ST,Brazil,LIGA NOS,3,5,Right ,181,75,Normal,Med,High,2016-09-21,N\A,194058,92496,286554,0.58,0.55,0.25,0.25,0.02,0.02,0,0,01-04-1984
Javi Martinez,3100,84,FC Bayern,CB,Spain,Bundesliga,2,3,Right ,190,81,Normal,Med,Med,2016-09-21,N\A,420686,230126,650812,0.02,0.02,0.01,0.01,0.09,0.09,0.02,0.02,02-09-1988
Sommer,2100,84,Bor. M'gladbach,GK,Switzerland,Bundesliga,1,4,Right ,183,79,Normal,Med,Med,2016-09-21,N\A,457202,197876,655078,0,0,0,0,0,0,0,0,17-12-1988
Rui Patrício,2000,84,Sporting CP,GK,Portugal,LIGA NOS,1,2,Left ,190,84,Normal,Med,Med,2016-09-21,N\A,94138,43721,137859,0,0,0,0,0,0,0,0,15-02-1988
Juan Mata,3000,84,Manchester Utd,CAM,Spain,Premier League,3,3,Left ,170,63,Normal,Med,Med,2016-09-21,N\A,556316,334142,890458,0.22,0.21,0.24,0.24,0.03,0.03,0,0,28-04-1988
Nainggolan,44000,84,Roma,CM,Belgium,Calcio A,3,3,Right ,176,65,Normal,High,High,2016-09-21,N\A,8369753,4968007,13337760,0.13,0.12,0.15,0.15,0.03,0.03,0,0,04-05-1988
Banega,2600,84,Inter,CAM,Argentina,Calcio A,4,4,Right ,174,71,Normal,Med,Med,2016-09-21,N\A,495202,300174,795376,0.22,0.21,0.29,0.29,0.02,0.02,0,0,29-06-1988
Fährmann,2000,84,FC Schalke 04,GK,Germany,Bundesliga,1,2,Right ,196,95,Normal,Med,Med,2016-09-21,N\A,935935,720872,1656807,0,0,0,0,0,0,0,0,27-09-1988
Höwedes,2100,84,FC Schalke 04,CB,Germany,Bundesliga,2,3,Right ,187,82,Normal,Med,Med,2016-09-21,N\A,268952,159673,428625,0.02,0.02,0.01,0.01,0.09,0.08,0.02,0.02,29-02-1988
David Luiz,21250,84,Chelsea,CB,Brazil,Premier League,3,3,Right ,189,84,Normal,Med,High,2016-09-21,N\A,1845589,1232168,3077757,0.02,0.02,0.01,0.01,0.07,0.08,0.01,0.01,22-04-1987
Azpilicueta,3400,84,Chelsea,LB,Spain,Premier League,3,3,Right ,178,75,Normal,Med,Med,2016-09-21,N\A,929659,585437,1515096,0.01,0.01,0.04,0.04,0.04,0.04,0.01,0.01,28-08-1989
Toprak,1800,84,Bayer 04,CB,Turkey,Bundesliga,2,5,Right ,187,83,Normal,Med,Med,2016-09-21,N\A,828099,563681,1391780,0.02,0.02,0.01,0.01,0.08,0.08,0.02,0.01,21-07-1989
Ramsey,2400,84,Arsenal,CM,Wales,Premier League,3,3,Right ,177,70,Normal,High,High,2016-09-21,N\A,1013986,559796,1573782,0.13,0.13,0.15,0.15,0.04,0.04,0,0,26-12-1990
Thiago,3100,84,FC Bayern,CM,Spain,Bundesliga,5,3,Right ,174,70,Normal,Med,Med,2016-09-21,N\A,3171116,1881335,5052451,0.14,0.13,0.16,0.16,0.03,0.03,0,0,11-04-1991
Smalling,8400,84,Manchester Utd,CB,England,Premier League,2,3,Right ,192,90,Normal,High,Med,2016-09-21,N\A,8508165,6530216,15038381,0.02,0.02,0.01,0.01,0.07,0.07,0.01,0.01,22-11-1989
Eriksen,5300,84,Spurs,CAM,Denmark,Premier League,4,5,Right ,177,71,Normal,Med,High,2016-09-21,N\A,4168431,2605178,6773609,0.27,0.25,0.29,0.27,0.02,0.02,0,0,14-02-1992
Douglas Costa,4200,84,FC Bayern,LM,Brazil,Bundesliga,5,3,Left ,170,65,Normal,Low,Med,2016-09-21,N\A,2035715,1553532,3589247,0.26,0.25,0.21,0.21,0.01,0.01,0,0,14-09-1990
Alex Sandro,7700,84,Juventus,LB,Brazil,Calcio A,3,2,Left ,180,78,Normal,High,High,2016-09-21,N\A,4689704,3470998,8160702,0.02,0.01,0.04,0.04,0.03,0.03,0.01,0.01,26-01-1991
Matic,4500,84,Chelsea,CDM,Serbia,Premier League,3,3,Left ,194,84,Normal,High,Med,2016-09-21,N\A,985458,775339,1760797,0.08,0.08,0.12,0.12,0.05,0.05,0,0,01-08-1988
Götze,2300,84,Bor. Dortmund,CAM,Germany,Bundesliga,4,4,Right ,176,72,Normal,Med,Med,2016-09-21,N\A,424419,299377,723796,0.21,0.19,0.23,0.22,0.03,0.03,0,0,03-06-1992
Lukaku,12000,84,Everton,ST,Belgium,Premier League,3,4,Left ,190,94,Normal,Med,Med,2016-09-21,N\A,3760657,2482939,6243596,0.61,0.6,0.26,0.26,0.02,0.02,0,0,13-05-1993
Manolas,2300,84,Roma,CB,Greece,Calcio A,2,2,Right ,189,83,Normal,High,Med,2016-09-21,N\A,1087647,768907,1856554,0.02,0.02,0.01,0.01,0.07,0.07,0.01,0.01,14-06-1991
Koke,2500,84,Atlético Madrid,CM,Spain,LaLiga Santander ,3,4,Right ,178,74,Normal,High,High,2016-09-21,N\A,1028391,559092,1587483,0.13,0.12,0.17,0.16,0.04,0.03,0,0,08-01-1992
Krychowiak,2600,84,PSG,CDM,Poland,Ligue 1,2,3,Right ,186,85,Normal,High,Med,2016-09-21,N\A,451838,246322,698160,0.08,0.08,0.12,0.12,0.05,0.05,0,0,29-01-1990
Isco,2500,84,Real Madrid,CAM,Spain,LaLiga Santander ,4,3,Right ,176,74,Normal,Med,High,2016-09-21,N\A,589837,344372,934209,0.26,0.25,0.26,0.25,0.02,0.02,0,0,21-04-1992
Xhaka,2000,84,Arsenal,CM,Switzerland,Premier League,3,4,Left ,185,82,Normal,Med,Med,2016-09-21,N\A,427749,312595,740344,0.09,0.09,0.15,0.14,0.05,0.05,0,0,27-09-1992
Varane,2800,84,Real Madrid,CB,France,LaLiga Santander ,2,3,Right ,191,78,Normal,Med,Med,2016-09-21,N\A,2484750,1513448,3998198,0.02,0.02,0.01,0.01,0.08,0.08,0.01,0.01,25-04-1993
Kane,6300,84,Spurs,ST,England,Premier League,3,3,Right ,188,65,Normal,High,High,2016-09-21,N\A,1272169,715362,1987531,0.55,0.55,0.25,0.25,0.02,0.02,0,0,28-07-1993
Draxler,4000,84,VfL Wolfsburg,CAM,Germany,Bundesliga,4,5,Right ,187,76,Normal,Low,Med,2016-09-21,N\A,2981279,1494099,4475378,0.3,0.28,0.26,0.25,0.03,0.03,0,0,20-09-1993
William Carvalho,2300,84,Sporting CP,CDM,Portugal,LIGA NOS,3,4,Right ,187,83,Normal,High,Med,2016-09-21,N\A,40417,19064,59481,0.09,0.08,0.12,0.12,0.05,0.05,0.01,0,07-04-1992
Bacca,3000,84,Milan,ST,Colombia,Calcio A,3,2,Right ,181,77,Normal,Low,Med,2016-09-21,N\A,892832,391397,1284229,0.55,0.54,0.27,0.27,0.02,0.01,0,0,08-09-1986
André Gomes,3900,84,FC Barcelona,CM,Portugal,LaLiga Santander ,3,4,Right ,188,84,Normal,Med,Med,2016-09-21,N\A,1133007,507383,1640390,0.11,0.11,0.14,0.13,0.04,0.04,0,0,30-07-1993
Laporte,2300,84,Athletic Bilbao,CB,France,LaLiga Santander ,2,2,Left ,189,85,Normal,Med,Med,2016-09-21,N\A,505406,319378,824784,0.02,0.02,0.01,0.01,0.09,0.08,0.02,0.02,27-05-1994
Castro,84000,84,Bor. Dortmund,CM,Germany,Bundesliga,3,4,Right ,172,74,IF,Med,Med,2016-09-21,TOTW1,157731,333635,491366,0.12,0.11,0.17,0.16,0.03,0.03,0,0,11-06-1987
Nkoulou,52000,84,Olympique Lyon,CB,Cameroon,Ligue 1,2,3,Right ,180,77,IF,Med,Med,2016-09-21,TOTW1,44379,82425,126804,0.01,0.01,0.01,0.01,0.06,0.06,0.01,0.01,27-03-1990
Icardi,38000,86,Inter,ST,Argentina,Calcio A,2,4,Right ,181,75,IF,Low,Med,2016-09-21,TOTW1,98530,150053,248583,0.63,0.61,0.25,0.26,0.02,0.02,0,0,19-02-1993
Promes,40750,84,Spartak Moskva,RM,Netherlands,Russian League,4,4,Right ,174,70,IF,Low,High,2016-09-21,TOTW1,100358,151193,251551,0.33,0.34,0.23,0.22,0.01,0.01,0,0,04-01-1992
Quaresma,1700,83,Beşiktaş JK,RM,Portugal,Süper Lig,5,4,Right ,175,67,Normal,Med,High,2016-09-21,N\A,62568,27077,89645,0.2,0.22,0.17,0.18,0.02,0.02,0,0,26-09-1983
Danny,1700,83,Zenit,CAM,Portugal,Russian League,4,4,Right ,178,70,Normal,Low,High,2016-09-21,N\A,22140,15912,38052,0.3,0.3,0.28,0.29,0.02,0.03,0,0,07-08-1983
Júlio César,4100,83,SL Benfica,GK,Brazil,LIGA NOS,1,3,Left ,186,79,Normal,Med,Med,2016-09-21,N\A,69849,33431,103280,0,0,0,0,0,0,0,0,03-09-1979
De Rossi,1800,83,Roma,CDM,Italy,Calcio A,2,4,Right ,185,83,Normal,High,Med,2016-09-21,N\A,199451,136802,336253,0.09,0.08,0.12,0.12,0.05,0.05,0,0,24-07-1983
Mertesacker,2700,83,Arsenal,CB,Germany,Premier League,2,3,Right ,198,90,Normal,Med,Low,2016-09-21,N\A,44914,36430,81344,0.02,0.02,0.01,0.02,0.1,0.1,0.02,0.02,29-09-1984
Lichtsteiner,1800,83,Juventus,RB,Switzerland,Calcio A,2,3,Right ,182,75,Normal,High,High,2016-09-21,N\A,381244,203324,584568,0.02,0.01,0.04,0.04,0.04,0.04,0.01,0.01,16-01-1984
Toulalan,2800,83,Bordeaux,CDM,France,Ligue 1,2,3,Right ,183,85,Normal,High,Med,2016-09-21,N\A,19122,7897,27019,0.07,0.07,0.11,0.12,0.05,0.05,0,0.01,10-09-1983
Schweinsteiger,2700,83,Manchester Utd,CM,Germany,Premier League,3,3,Right ,183,79,Normal,High,High,2016-09-21,N\A,487156,247052,734208,0.13,0.12,0.14,0.14,0.05,0.05,0,0,01-08-1984
Nani,2000,83,Valencia CF,LW,Portugal,LaLiga Santander ,5,4,Right ,175,66,Normal,Med,High,2016-09-21,N\A,538690,277084,815774,0.23,0.22,0.19,0.19,0.02,0.02,0,0,17-11-1986
Sneijder,950,83,Galatasaray SK,CAM,Netherlands,Süper Lig,3,5,Right ,170,72,Normal,Low,Med,2016-09-21,N\A,31044,14637,45681,0.28,0.26,0.25,0.26,0.02,0.02,0,0,09-06-1984
Enyeama,1000,83,LOSC Lille,GK,Nigeria,Ligue 1,1,3,Right ,182,87,Normal,Med,Med,2016-09-21,N\A,29692,22164,51856,0.01,0.01,0,0,0,0,0,0,29-08-1982
Rodríguez,1600,83,Fiorentina,CB,Argentina,Calcio A,2,3,Right ,182,79,Normal,High,Med,2016-09-21,N\A,76830,47268,124098,0.03,0.02,0.01,0.01,0.08,0.08,0.02,0.02,10-04-1984
Tévez,7500,83,Boca Juniors,ST,Argentina,Primera División,3,3,Right ,173,71,Normal,High,High,2016-09-21,N\A,426925,196958,623883,0.47,0.46,0.24,0.24,0.02,0.02,0,0,05-02-1984
Juanfran,1700,83,Atlético Madrid,RB,Spain,LaLiga Santander ,3,3,Right ,180,72,Normal,Med,High,2016-09-21,N\A,494859,276734,771593,0.01,0.01,0.04,0.04,0.05,0.04,0.01,0.01,09-01-1985
Borja Valero,1300,83,Fiorentina,CAM,Spain,Calcio A,4,4,Right ,175,73,Normal,Med,Med,2016-09-21,N\A,138815,77998,216813,0.22,0.21,0.27,0.26,0.03,0.03,0,0,12-01-1985
João Moutinho,1400,83,AS Monaco,CAM,Portugal,Ligue 1,3,4,Right ,170,61,Normal,Med,High,2016-09-21,N\A,55648,42969,98617,0.23,0.22,0.25,0.25,0.03,0.03,0,0,08-09-1986
Consigli,1200,83,Sassuolo,GK,Italy,Calcio A,1,3,Right ,189,82,Normal,Med,Med,2016-09-21,N\A,108286,67547,175833,0,0,0,0,0,0,0,0,27-01-1987
Baines,3200,83,Everton,LB,England,Premier League,3,3,Left ,170,70,Normal,Med,High,2016-09-21,N\A,363722,266560,630282,0.05,0.05,0.06,0.06,0.04,0.04,0.01,0.01,11-12-1984
Diarra,3500,83,Marseille,CDM,France,Ligue 1,3,3,Right ,173,73,Normal,High,Med,2016-09-21,N\A,223634,140418,364052,0.08,0.07,0.13,0.13,0.05,0.04,0,0,10-03-1985
Williams,2100,83,Everton,CB,Wales,Premier League,2,4,Right ,182,91,Normal,High,Med,2016-09-21,N\A,674953,514995,1189948,0.02,0.02,0.01,0.01,0.08,0.08,0.02,0.02,23-08-1984
Cahill,2000,83,Chelsea,CB,England,Premier League,2,3,Right ,193,86,Normal,Med,Med,2016-09-21,N\A,519102,331147,850249,0.02,0.02,0.01,0.01,0.09,0.1,0.02,0.02,19-12-1985
Diego Alves,1800,83,Valencia CF,GK,Brazil,LaLiga Santander ,1,2,Left ,187,83,Normal,Med,Med,2016-09-21,N\A,399951,218455,618406,0,0,0,0,0,0,0,0,24-06-1985
José Fonte,3500,83,Southampton,CB,Portugal,Premier League,2,3,Right ,187,81,Normal,High,Med,2016-09-21,N\A,221069,134856,355925,0.01,0.01,0.01,0.01,0.1,0.1,0.02,0.02,22-12-1983
Begovic,1900,83,Chelsea,GK,Bosnia Herzegovina,Premier League,1,2,Right ,200,83,Normal,Med,Med,2016-09-21,N\A,1107502,820665,1928167,0,0,0,0,0,0,0,0,20-06-1987
Vertonghen,2900,83,Spurs,CB,Belgium,Premier League,2,3,Left ,189,86,Normal,Med,High,2016-09-21,N\A,545329,308116,853445,0.02,0.02,0.01,0.01,0.09,0.09,0.02,0.02,24-04-1987
Mertens,3700,83,Napoli,LW,Belgium,Calcio A,4,4,Right ,169,61,Normal,Low,High,2016-09-21,N\A,1102486,674755,1777241,0.26,0.26,0.21,0.22,0.01,0.01,0,0,06-05-1987
Gameiro,1200,83,Atlético Madrid,ST,France,LaLiga Santander ,3,3,Right ,173,70,Normal,Med,Med,2016-09-21,N\A,286796,179651,466447,0.52,0.51,0.26,0.27,0.02,0.02,0,0,09-05-1987
Bender,1600,83,Bayer 04,CDM,Germany,Bundesliga,2,3,Right ,185,80,Normal,High,High,2016-09-21,N\A,113027,100365,213392,0.09,0.09,0.12,0.12,0.06,0.05,0.01,0.01,27-04-1989
Benatia,1200,83,Juventus,CB,Morocco,Calcio A,2,3,Right ,190,92,Normal,Med,Med,2016-09-21,N\A,228507,137200,365707,0.02,0.02,0.01,0.01,0.09,0.08,0.02,0.02,17-04-1987
Hernández,1600,83,Bayer 04,ST,Mexico,Bundesliga,3,3,Right ,175,73,Normal,Low,Med,2016-09-21,N\A,905292,545518,1450810,0.55,0.54,0.28,0.28,0.02,0.02,0,0,01-06-1988
Giroud,1600,83,Arsenal,ST,France,Premier League,2,3,Left ,192,88,Normal,Med,Med,2016-09-21,N\A,161649,99215,260864,0.51,0.51,0.23,0.24,0.02,0.02,0,0,30-09-1986
Khedira,5200,83,Juventus,CM,Germany,Calcio A,2,4,Right ,189,90,Normal,High,High,2016-09-21,N\A,990973,521306,1512279,0.1,0.09,0.13,0.13,0.04,0.04,0,0,04-04-1987
Perišic,2900,83,Inter,LM,Croatia,Calcio A,4,5,Right ,186,81,Normal,Med,High,2016-09-21,N\A,368516,193405,561921,0.2,0.2,0.16,0.17,0.02,0.02,0,0,02-02-1989
Mandžukic,1200,83,Juventus,ST,Croatia,Calcio A,2,3,Right ,190,85,Normal,High,High,2016-09-21,N\A,67408,39754,107162,0.5,0.49,0.24,0.24,0.02,0.02,0,0,21-05-1986
Muslera,1300,83,Galatasaray SK,GK,Uruguay,Süper Lig,1,2,Right ,190,84,Normal,Med,Med,2016-09-21,N\A,34299,17194,51493,0,0,0,0,0,0,0,0,16-06-1986
Bruno,2600,83,Villarreal CF,CM,Spain,LaLiga Santander ,3,3,Left ,184,73,Normal,High,Med,2016-09-21,N\A,117257,50706,167963,0.12,0.11,0.13,0.13,0.05,0.04,0,0,12-06-1984
Brahimi,1300,83,FC Porto,LW,Algeria,LIGA NOS,4,3,Right ,175,66,Normal,Med,Med,2016-09-21,N\A,25547,10495,36042,0.21,0.2,0.19,0.2,0.02,0.02,0,0,08-02-1990
Giovinco,1300,83,Toronto FC,CF,Italy,MLS,4,4,Right ,164,59,Normal,Med,High,2016-09-21,N\A,88885,57300,146185,0.43,0.43,0.25,0.26,0.01,0.01,0,0,26-01-1987
Luiz Gustavo,2200,83,VfL Wolfsburg,CDM,Brazil,Bundesliga,2,3,Left ,187,80,Normal,High,Med,2016-09-21,N\A,326666,205182,531848,0.07,0.07,0.12,0.12,0.05,0.05,0.01,0,23-07-1987
Musacchio,1500,83,Villarreal CF,CB,Argentina,LaLiga Santander ,2,3,Right ,182,75,Normal,Med,Med,2016-09-21,N\A,62009,32417,94426,0.02,0.02,0.01,0.02,0.08,0.08,0.02,0.02,26-08-1990
Oscar,3700,83,Chelsea,CAM,Brazil,Premier League,4,3,Right ,179,67,Normal,High,Med,2016-09-21,N\A,996209,561506,1557715,0.23,0.21,0.24,0.23,0.03,0.03,0,0,09-09-1991
Trapp,2000,83,PSG,GK,Germany,Ligue 1,1,4,Right ,189,88,Normal,Med,Med,2016-09-21,N\A,150759,115358,266117,0,0,0,0,0,0,0,0,08-07-1990
Kagawa,1500,83,Bor. Dortmund,CAM,Japan,Bundesliga,4,4,Right ,175,68,Normal,Med,Med,2016-09-21,N\A,183357,116370,299727,0.24,0.23,0.22,0.22,0.03,0.03,0,0,17-03-1989
Pedro,1800,83,Chelsea,LM,Spain,Premier League,4,5,Right ,167,62,Normal,Med,High,2016-09-21,N\A,293512,192919,486431,0.14,0.13,0.15,0.15,0.02,0.02,0,0,28-07-1987
Glik,1700,83,AS Monaco,CB,Poland,Ligue 1,2,2,Right ,190,80,Normal,Med,Low,2016-09-21,N\A,182619,106935,289554,0.02,0.02,0.01,0.01,0.09,0.08,0.02,0.02,03-02-1988
